question,answer,pattern,tag
i'm anxious about everything lately,Let’s slow down a bit—what would help you feel 1% safer right now?,i'm anxious about everything lately,anxious
lately i feel low,I hear you. That can be really heavy to carry. What’s been hardest this week?,lately i feel low,sad
lately i feel low,Thanks for sharing that with me. When did you first notice this change in your mood?,lately i feel low,sad
lately i feel low,Would talking through today help a little? I'm here to listen.,lately i feel low,sad
i don't enjoy things anymore,I hear you. That can be really heavy to carry. What’s been hardest this week?,i don't enjoy things anymore,sad
i don't enjoy things anymore,Thanks for sharing that with me. When did you first notice this change in your mood?,i don't enjoy things anymore,sad
i don't enjoy things anymore,Would talking through today help a little? I'm here to listen.,i don't enjoy things anymore,sad
nothing makes me happy,I hear you. That can be really heavy to carry. What’s been hardest this week?,nothing makes me happy,sad
nothing makes me happy,Thanks for sharing that with me. When did you first notice this change in your mood?,nothing makes me happy,sad
nothing makes me happy,Would talking through today help a little? I'm here to listen.,nothing makes me happy,sad
i feel empty inside,I hear you. That can be really heavy to carry. What’s been hardest this week?,i feel empty inside,sad
i feel empty inside,Thanks for sharing that with me. When did you first notice this change in your mood?,i feel empty inside,sad
i feel empty inside,Would talking through today help a little? I'm here to listen.,i feel empty inside,sad
i keep crying for no reason,I hear you. That can be really heavy to carry. What’s been hardest this week?,i keep crying for no reason,sad
i keep crying for no reason,Thanks for sharing that with me. When did you first notice this change in your mood?,i keep crying for no reason,sad
i keep crying for no reason,Would talking through today help a little? I'm here to listen.,i keep crying for no reason,sad
everything feels overwhelming,Let’s sort things into 'can control' and 'can't control'. What’s one small step you can take today?,everything feels overwhelming,stressed
everything feels overwhelming,"That’s a lot to hold. If you paused for five minutes, what would you do to reset?",everything feels overwhelming,stressed
everything feels overwhelming,Want to try a short grounding exercise together?,everything feels overwhelming,stressed
i have too much on my plate,Let’s sort things into 'can control' and 'can't control'. What’s one small step you can take today?,i have too much on my plate,stressed
i have too much on my plate,"That’s a lot to hold. If you paused for five minutes, what would you do to reset?",i have too much on my plate,stressed
i have too much on my plate,Want to try a short grounding exercise together?,i have too much on my plate,stressed
i can't switch off my brain,Let’s sort things into 'can control' and 'can't control'. What’s one small step you can take today?,i can't switch off my brain,stressed
i can't switch off my brain,"That’s a lot to hold. If you paused for five minutes, what would you do to reset?",i can't switch off my brain,stressed
i can't switch off my brain,Want to try a short grounding exercise together?,i can't switch off my brain,stressed
work is stressing me out,Let’s sort things into 'can control' and 'can't control'. What’s one small step you can take today?,work is stressing me out,stressed
work is stressing me out,"That’s a lot to hold. If you paused for five minutes, what would you do to reset?",work is stressing me out,stressed
work is stressing me out,Want to try a short grounding exercise together?,work is stressing me out,stressed
i'm burned out and exhausted,Let’s sort things into 'can control' and 'can't control'. What’s one small step you can take today?,i'm burned out and exhausted,stressed
i'm burned out and exhausted,"That’s a lot to hold. If you paused for five minutes, what would you do to reset?",i'm burned out and exhausted,stressed
i'm burned out and exhausted,Want to try a short grounding exercise together?,i'm burned out and exhausted,stressed
i feel numb and hopeless,"I’m really sorry you’re going through this. What support has helped you before, even a little?",i feel numb and hopeless,depressed
i feel numb and hopeless,You deserve care. Would you like to explore small routines that could make mornings easier?,i feel numb and hopeless,depressed
i feel numb and hopeless,"If it feels safe, can you share what a tough day looks like for you?",i feel numb and hopeless,depressed
i don't see the point in anything,"I’m really sorry you’re going through this. What support has helped you before, even a little?",i don't see the point in anything,depressed
i don't see the point in anything,You deserve care. Would you like to explore small routines that could make mornings easier?,i don't see the point in anything,depressed
i don't see the point in anything,"If it feels safe, can you share what a tough day looks like for you?",i don't see the point in anything,depressed
getting out of bed is hard,"I’m really sorry you’re going through this. What support has helped you before, even a little?",getting out of bed is hard,depressed
getting out of bed is hard,You deserve care. Would you like to explore small routines that could make mornings easier?,getting out of bed is hard,depressed
getting out of bed is hard,"If it feels safe, can you share what a tough day looks like for you?",getting out of bed is hard,depressed
i'm tired all the time,"I’m really sorry you’re going through this. What support has helped you before, even a little?",i'm tired all the time,depressed
i'm tired all the time,You deserve care. Would you like to explore small routines that could make mornings easier?,i'm tired all the time,depressed
i'm tired all the time,"If it feels safe, can you share what a tough day looks like for you?",i'm tired all the time,depressed
i think i'm slipping back into depression,"I’m really sorry you’re going through this. What support has helped you before, even a little?",i think i'm slipping back into depression,depressed
i think i'm slipping back into depression,You deserve care. Would you like to explore small routines that could make mornings easier?,i think i'm slipping back into depression,depressed
i think i'm slipping back into depression,"If it feels safe, can you share what a tough day looks like for you?",i think i'm slipping back into depression,depressed
i'm not good enough,"That’s a painful place to be. If a friend said this about themselves, what would you tell them?",i'm not good enough,worthless
i'm not good enough,Let’s gently check the evidence for and against that thought. What facts support the kinder view?,i'm not good enough,worthless
i'm not good enough,You matter here. What's one thing you’ve done recently that took effort?,i'm not good enough,worthless
i feel like a failure,"That’s a painful place to be. If a friend said this about themselves, what would you tell them?",i feel like a failure,worthless
i feel like a failure,Let’s gently check the evidence for and against that thought. What facts support the kinder view?,i feel like a failure,worthless
i feel like a failure,You matter here. What's one thing you’ve done recently that took effort?,i feel like a failure,worthless
everyone is better than me,"That’s a painful place to be. If a friend said this about themselves, what would you tell them?",everyone is better than me,worthless
everyone is better than me,Let’s gently check the evidence for and against that thought. What facts support the kinder view?,everyone is better than me,worthless
everyone is better than me,You matter here. What's one thing you’ve done recently that took effort?,everyone is better than me,worthless
i mess everything up,"That’s a painful place to be. If a friend said this about themselves, what would you tell them?",i mess everything up,worthless
i mess everything up,Let’s gently check the evidence for and against that thought. What facts support the kinder view?,i mess everything up,worthless
i mess everything up,You matter here. What's one thing you’ve done recently that took effort?,i mess everything up,worthless
i don't deserve happiness,"That’s a painful place to be. If a friend said this about themselves, what would you tell them?",i don't deserve happiness,worthless
i don't deserve happiness,Let’s gently check the evidence for and against that thought. What facts support the kinder view?,i don't deserve happiness,worthless
i don't deserve happiness,You matter here. What's one thing you’ve done recently that took effort?,i don't deserve happiness,worthless
i'm afraid something bad will happen,Thank you for trusting me with this. Would it help to name three things you can see right now?,i'm afraid something bad will happen,scared
i'm afraid something bad will happen,Fear can feel intense. Do you want to try slow breathing with me for a minute?,i'm afraid something bad will happen,scared
i'm afraid something bad will happen,What would help you feel slightly safer in this moment?,i'm afraid something bad will happen,scared
i feel unsafe,Thank you for trusting me with this. Would it help to name three things you can see right now?,i feel unsafe,scared
i feel unsafe,Fear can feel intense. Do you want to try slow breathing with me for a minute?,i feel unsafe,scared
i feel unsafe,What would help you feel slightly safer in this moment?,i feel unsafe,scared
i'm scared of my thoughts,Thank you for trusting me with this. Would it help to name three things you can see right now?,i'm scared of my thoughts,scared
i'm scared of my thoughts,Fear can feel intense. Do you want to try slow breathing with me for a minute?,i'm scared of my thoughts,scared
i'm scared of my thoughts,What would help you feel slightly safer in this moment?,i'm scared of my thoughts,scared
i'm frightened and don't know why,Thank you for trusting me with this. Would it help to name three things you can see right now?,i'm frightened and don't know why,scared
i'm frightened and don't know why,Fear can feel intense. Do you want to try slow breathing with me for a minute?,i'm frightened and don't know why,scared
i'm frightened and don't know why,What would help you feel slightly safer in this moment?,i'm frightened and don't know why,scared
i feel shakey and tense,Thank you for trusting me with this. Would it help to name three things you can see right now?,i feel shakey and tense,scared
i feel shakey and tense,Fear can feel intense. Do you want to try slow breathing with me for a minute?,i feel shakey and tense,scared
i feel shakey and tense,What would help you feel slightly safer in this moment?,i feel shakey and tense,scared
i push people away,Feeling disconnected hurts. Would you like to plan one small step to reach out this week?,i push people away,friends
i push people away,You're not alone in this. What kind of friend do you want to be—and to have?,i push people away,friends
i push people away,Can we think of a low-pressure way to start a conversation with someone you trust?,i push people away,friends
i don't know how to make friends,Feeling disconnected hurts. Would you like to plan one small step to reach out this week?,i don't know how to make friends,friends
i don't know how to make friends,You're not alone in this. What kind of friend do you want to be—and to have?,i don't know how to make friends,friends
i don't know how to make friends,Can we think of a low-pressure way to start a conversation with someone you trust?,i don't know how to make friends,friends
i feel left out,Feeling disconnected hurts. Would you like to plan one small step to reach out this week?,i feel left out,friends
i feel left out,You're not alone in this. What kind of friend do you want to be—and to have?,i feel left out,friends
i feel left out,Can we think of a low-pressure way to start a conversation with someone you trust?,i feel left out,friends
i'm scared to open up to people,Feeling disconnected hurts. Would you like to plan one small step to reach out this week?,i'm scared to open up to people,friends
i'm scared to open up to people,You're not alone in this. What kind of friend do you want to be—and to have?,i'm scared to open up to people,friends
i'm scared to open up to people,Can we think of a low-pressure way to start a conversation with someone you trust?,i'm scared to open up to people,friends
no one texts me back,Feeling disconnected hurts. Would you like to plan one small step to reach out this week?,no one texts me back,friends
no one texts me back,You're not alone in this. What kind of friend do you want to be—and to have?,no one texts me back,friends
no one texts me back,Can we think of a low-pressure way to start a conversation with someone you trust?,no one texts me back,friends
i'm not ready to share,I respect your pace. I’ll be here when you’re ready.,i'm not ready to share,not-talking
i'm not ready to share,No pressure. Would grounding or breathing help while we wait?,i'm not ready to share,not-talking
i'm not ready to share,Thanks for telling me your boundary. We can switch topics if you prefer.,i'm not ready to share,not-talking
please give me some space,I respect your pace. I’ll be here when you’re ready.,please give me some space,not-talking
please give me some space,No pressure. Would grounding or breathing help while we wait?,please give me some space,not-talking
please give me some space,Thanks for telling me your boundary. We can switch topics if you prefer.,please give me some space,not-talking
i can't talk about it yet,I respect your pace. I’ll be here when you’re ready.,i can't talk about it yet,not-talking
i can't talk about it yet,No pressure. Would grounding or breathing help while we wait?,i can't talk about it yet,not-talking
i can't talk about it yet,Thanks for telling me your boundary. We can switch topics if you prefer.,i can't talk about it yet,not-talking
i don't want to get into it,I respect your pace. I’ll be here when you’re ready.,i don't want to get into it,not-talking
i don't want to get into it,No pressure. Would grounding or breathing help while we wait?,i don't want to get into it,not-talking
i don't want to get into it,Thanks for telling me your boundary. We can switch topics if you prefer.,i don't want to get into it,not-talking
leave it for now,I respect your pace. I’ll be here when you’re ready.,leave it for now,not-talking
leave it for now,No pressure. Would grounding or breathing help while we wait?,leave it for now,not-talking
leave it for now,Thanks for telling me your boundary. We can switch topics if you prefer.,leave it for now,not-talking
i think i'm having a panic attack,"You might be experiencing a panic spike. Let's try a quick exercise: inhale 4, hold 4, exhale 6—repeat 5 times.",i think i'm having a panic attack,panic-attack
i think i'm having a panic attack,"You're safe with me right now. Can you name 5 things you see, 4 you can touch, 3 you hear, 2 you smell, and 1 you taste?",i think i'm having a panic attack,panic-attack
i think i'm having a panic attack,This feeling will pass. Would you like me to guide you through slow breathing for a minute?,i think i'm having a panic attack,panic-attack
my heart is racing and i can't breathe,"You might be experiencing a panic spike. Let's try a quick exercise: inhale 4, hold 4, exhale 6—repeat 5 times.",my heart is racing and i can't breathe,panic-attack
my heart is racing and i can't breathe,"You're safe with me right now. Can you name 5 things you see, 4 you can touch, 3 you hear, 2 you smell, and 1 you taste?",my heart is racing and i can't breathe,panic-attack
my heart is racing and i can't breathe,This feeling will pass. Would you like me to guide you through slow breathing for a minute?,my heart is racing and i can't breathe,panic-attack
i feel dizzy and terrified,"You might be experiencing a panic spike. Let's try a quick exercise: inhale 4, hold 4, exhale 6—repeat 5 times.",i feel dizzy and terrified,panic-attack
i feel dizzy and terrified,"You're safe with me right now. Can you name 5 things you see, 4 you can touch, 3 you hear, 2 you smell, and 1 you taste?",i feel dizzy and terrified,panic-attack
i feel dizzy and terrified,This feeling will pass. Would you like me to guide you through slow breathing for a minute?,i feel dizzy and terrified,panic-attack
i'm shaking and my chest is tight,"You might be experiencing a panic spike. Let's try a quick exercise: inhale 4, hold 4, exhale 6—repeat 5 times.",i'm shaking and my chest is tight,panic-attack
i'm shaking and my chest is tight,"You're safe with me right now. Can you name 5 things you see, 4 you can touch, 3 you hear, 2 you smell, and 1 you taste?",i'm shaking and my chest is tight,panic-attack
i'm shaking and my chest is tight,This feeling will pass. Would you like me to guide you through slow breathing for a minute?,i'm shaking and my chest is tight,panic-attack
i feel like i'm going to faint,"You might be experiencing a panic spike. Let's try a quick exercise: inhale 4, hold 4, exhale 6—repeat 5 times.",i feel like i'm going to faint,panic-attack
i feel like i'm going to faint,"You're safe with me right now. Can you name 5 things you see, 4 you can touch, 3 you hear, 2 you smell, and 1 you taste?",i feel like i'm going to faint,panic-attack
i feel like i'm going to faint,This feeling will pass. Would you like me to guide you through slow breathing for a minute?,i feel like i'm going to faint,panic-attack
help me calm down,"Try this: inhale through your nose for 4, hold for 4, exhale through your mouth for 6. Let’s do 6 rounds together.",help me calm down,breathing-exercise
help me calm down,"Box breathing: inhale 4, hold 4, exhale 4, hold 4—trace a square in your mind as you go.",help me calm down,breathing-exercise
help me calm down,"4-7-8 method: inhale 4, hold 7, exhale 8—repeat four times.",help me calm down,breathing-exercise
can we do breathing together,"Try this: inhale through your nose for 4, hold for 4, exhale through your mouth for 6. Let’s do 6 rounds together.",can we do breathing together,breathing-exercise
can we do breathing together,"Box breathing: inhale 4, hold 4, exhale 4, hold 4—trace a square in your mind as you go.",can we do breathing together,breathing-exercise
can we do breathing together,"4-7-8 method: inhale 4, hold 7, exhale 8—repeat four times.",can we do breathing together,breathing-exercise
i want to slow my breathing,"Try this: inhale through your nose for 4, hold for 4, exhale through your mouth for 6. Let’s do 6 rounds together.",i want to slow my breathing,breathing-exercise
i want to slow my breathing,"Box breathing: inhale 4, hold 4, exhale 4, hold 4—trace a square in your mind as you go.",i want to slow my breathing,breathing-exercise
i want to slow my breathing,"4-7-8 method: inhale 4, hold 7, exhale 8—repeat four times.",i want to slow my breathing,breathing-exercise
teach me a breathing exercise,"Try this: inhale through your nose for 4, hold for 4, exhale through your mouth for 6. Let’s do 6 rounds together.",teach me a breathing exercise,breathing-exercise
teach me a breathing exercise,"Box breathing: inhale 4, hold 4, exhale 4, hold 4—trace a square in your mind as you go.",teach me a breathing exercise,breathing-exercise
teach me a breathing exercise,"4-7-8 method: inhale 4, hold 7, exhale 8—repeat four times.",teach me a breathing exercise,breathing-exercise
how do i breathe when anxious,"Try this: inhale through your nose for 4, hold for 4, exhale through your mouth for 6. Let’s do 6 rounds together.",how do i breathe when anxious,breathing-exercise
how do i breathe when anxious,"Box breathing: inhale 4, hold 4, exhale 4, hold 4—trace a square in your mind as you go.",how do i breathe when anxious,breathing-exercise
how do i breathe when anxious,"4-7-8 method: inhale 4, hold 7, exhale 8—repeat four times.",how do i breathe when anxious,breathing-exercise
i feel disconnected from reality,"Let’s ground: name 5 things you can see, 4 touch, 3 hear, 2 smell, 1 taste.",i feel disconnected from reality,grounding
i feel disconnected from reality,Place your feet on the floor and notice the pressure. What textures can you feel right now?,i feel disconnected from reality,grounding
i feel disconnected from reality,"Pick any object near you and describe it in detail—shape, color, weight.",i feel disconnected from reality,grounding
i'm dissociating,"Let’s ground: name 5 things you can see, 4 touch, 3 hear, 2 smell, 1 taste.",i'm dissociating,grounding
i'm dissociating,Place your feet on the floor and notice the pressure. What textures can you feel right now?,i'm dissociating,grounding
i'm dissociating,"Pick any object near you and describe it in detail—shape, color, weight.",i'm dissociating,grounding
everything feels unreal,"Let’s ground: name 5 things you can see, 4 touch, 3 hear, 2 smell, 1 taste.",everything feels unreal,grounding
everything feels unreal,Place your feet on the floor and notice the pressure. What textures can you feel right now?,everything feels unreal,grounding
everything feels unreal,"Pick any object near you and describe it in detail—shape, color, weight.",everything feels unreal,grounding
my thoughts are racing,"Let’s ground: name 5 things you can see, 4 touch, 3 hear, 2 smell, 1 taste.",my thoughts are racing,grounding
my thoughts are racing,Place your feet on the floor and notice the pressure. What textures can you feel right now?,my thoughts are racing,grounding
my thoughts are racing,"Pick any object near you and describe it in detail—shape, color, weight.",my thoughts are racing,grounding
i can't focus on the present,"Let’s ground: name 5 things you can see, 4 touch, 3 hear, 2 smell, 1 taste.",i can't focus on the present,grounding
i can't focus on the present,Place your feet on the floor and notice the pressure. What textures can you feel right now?,i can't focus on the present,grounding
i can't focus on the present,"Pick any object near you and describe it in detail—shape, color, weight.",i can't focus on the present,grounding
how can i take care of myself,"Start small: hydrate, step outside for 2 minutes, and write one kind sentence to yourself.",how can i take care of myself,self-care
how can i take care of myself,"A simple routine: movement, meals, mindful minute, and meaningful connection with someone you trust.",how can i take care of myself,self-care
how can i take care of myself,Would you like a 3-item self-care plan for today?,how can i take care of myself,self-care
give me self care tips,"Start small: hydrate, step outside for 2 minutes, and write one kind sentence to yourself.",give me self care tips,self-care
give me self care tips,"A simple routine: movement, meals, mindful minute, and meaningful connection with someone you trust.",give me self care tips,self-care
give me self care tips,Would you like a 3-item self-care plan for today?,give me self care tips,self-care
what should i do after a hard day,"Start small: hydrate, step outside for 2 minutes, and write one kind sentence to yourself.",what should i do after a hard day,self-care
what should i do after a hard day,"A simple routine: movement, meals, mindful minute, and meaningful connection with someone you trust.",what should i do after a hard day,self-care
what should i do after a hard day,Would you like a 3-item self-care plan for today?,what should i do after a hard day,self-care
how do i relax,"Start small: hydrate, step outside for 2 minutes, and write one kind sentence to yourself.",how do i relax,self-care
how do i relax,"A simple routine: movement, meals, mindful minute, and meaningful connection with someone you trust.",how do i relax,self-care
how do i relax,Would you like a 3-item self-care plan for today?,how do i relax,self-care
i want healthier habits,"Start small: hydrate, step outside for 2 minutes, and write one kind sentence to yourself.",i want healthier habits,self-care
i want healthier habits,"A simple routine: movement, meals, mindful minute, and meaningful connection with someone you trust.",i want healthier habits,self-care
i want healthier habits,Would you like a 3-item self-care plan for today?,i want healthier habits,self-care
i can't get anything done,Motivation often follows action. What’s a 2-minute task you can try right now?,i can't get anything done,motivation
i can't get anything done,Let’s shrink the goal. What would a 'good enough' version look like today?,i can't get anything done,motivation
i can't get anything done,Consider pairing a task with a reward—what small treat could follow it?,i can't get anything done,motivation
i have no motivation,Motivation often follows action. What’s a 2-minute task you can try right now?,i have no motivation,motivation
i have no motivation,Let’s shrink the goal. What would a 'good enough' version look like today?,i have no motivation,motivation
i have no motivation,Consider pairing a task with a reward—what small treat could follow it?,i have no motivation,motivation
i keep procrastinating,Motivation often follows action. What’s a 2-minute task you can try right now?,i keep procrastinating,motivation
i keep procrastinating,Let’s shrink the goal. What would a 'good enough' version look like today?,i keep procrastinating,motivation
i keep procrastinating,Consider pairing a task with a reward—what small treat could follow it?,i keep procrastinating,motivation
i don't feel like moving,Motivation often follows action. What’s a 2-minute task you can try right now?,i don't feel like moving,motivation
i don't feel like moving,Let’s shrink the goal. What would a 'good enough' version look like today?,i don't feel like moving,motivation
i don't feel like moving,Consider pairing a task with a reward—what small treat could follow it?,i don't feel like moving,motivation
i'm stuck and unproductive,Motivation often follows action. What’s a 2-minute task you can try right now?,i'm stuck and unproductive,motivation
i'm stuck and unproductive,Let’s shrink the goal. What would a 'good enough' version look like today?,i'm stuck and unproductive,motivation
i'm stuck and unproductive,Consider pairing a task with a reward—what small treat could follow it?,i'm stuck and unproductive,motivation
will i ever get better,Recovery is possible and rarely linear. You’re already taking a brave step by talking about it.,will i ever get better,hope
will i ever get better,Many people feel better with support and small consistent steps. What support could we try next?,will i ever get better,hope
will i ever get better,Let’s plan one gentle action that aligns with the future you want.,will i ever get better,hope
is there any hope for me,Recovery is possible and rarely linear. You’re already taking a brave step by talking about it.,is there any hope for me,hope
is there any hope for me,Many people feel better with support and small consistent steps. What support could we try next?,is there any hope for me,hope
is there any hope for me,Let’s plan one gentle action that aligns with the future you want.,is there any hope for me,hope
does this feeling last forever,Recovery is possible and rarely linear. You’re already taking a brave step by talking about it.,does this feeling last forever,hope
does this feeling last forever,Many people feel better with support and small consistent steps. What support could we try next?,does this feeling last forever,hope
does this feeling last forever,Let’s plan one gentle action that aligns with the future you want.,does this feeling last forever,hope
i'm worried i'll feel like this forever,Recovery is possible and rarely linear. You’re already taking a brave step by talking about it.,i'm worried i'll feel like this forever,hope
i'm worried i'll feel like this forever,Many people feel better with support and small consistent steps. What support could we try next?,i'm worried i'll feel like this forever,hope
i'm worried i'll feel like this forever,Let’s plan one gentle action that aligns with the future you want.,i'm worried i'll feel like this forever,hope
is recovery possible,Recovery is possible and rarely linear. You’re already taking a brave step by talking about it.,is recovery possible,hope
is recovery possible,Many people feel better with support and small consistent steps. What support could we try next?,is recovery possible,hope
is recovery possible,Let’s plan one gentle action that aligns with the future you want.,is recovery possible,hope
should i see a therapist,Therapy can offer a safe space to work through patterns. Would you like tips for finding providers near you?,should i see a therapist,therapy
should i see a therapist,First sessions are usually about your goals and history. You can ask questions and set boundaries.,should i see a therapist,therapy
should i see a therapist,It’s okay to try a few therapists to find a good fit—your comfort matters.,should i see a therapist,therapy
how do i find a therapist,Therapy can offer a safe space to work through patterns. Would you like tips for finding providers near you?,how do i find a therapist,therapy
how do i find a therapist,First sessions are usually about your goals and history. You can ask questions and set boundaries.,how do i find a therapist,therapy
how do i find a therapist,It’s okay to try a few therapists to find a good fit—your comfort matters.,how do i find a therapist,therapy
what happens in therapy,Therapy can offer a safe space to work through patterns. Would you like tips for finding providers near you?,what happens in therapy,therapy
what happens in therapy,First sessions are usually about your goals and history. You can ask questions and set boundaries.,what happens in therapy,therapy
what happens in therapy,It’s okay to try a few therapists to find a good fit—your comfort matters.,what happens in therapy,therapy
i'm scared to start therapy,Therapy can offer a safe space to work through patterns. Would you like tips for finding providers near you?,i'm scared to start therapy,therapy
i'm scared to start therapy,First sessions are usually about your goals and history. You can ask questions and set boundaries.,i'm scared to start therapy,therapy
i'm scared to start therapy,It’s okay to try a few therapists to find a good fit—your comfort matters.,i'm scared to start therapy,therapy
is therapy worth it,Therapy can offer a safe space to work through patterns. Would you like tips for finding providers near you?,is therapy worth it,therapy
is therapy worth it,First sessions are usually about your goals and history. You can ask questions and set boundaries.,is therapy worth it,therapy
is therapy worth it,It’s okay to try a few therapists to find a good fit—your comfort matters.,is therapy worth it,therapy
i thought i was better but it's back,"Relapses happen, and they don’t erase progress. What early signs did you notice this time?",i thought i was better but it's back,relapse
i thought i was better but it's back,Let’s review your coping tools—what helped even a little before?,i thought i was better but it's back,relapse
i thought i was better but it's back,Would you like to create a short safety and support plan for the next few days?,i thought i was better but it's back,relapse
i'm slipping again,"Relapses happen, and they don’t erase progress. What early signs did you notice this time?",i'm slipping again,relapse
i'm slipping again,Let’s review your coping tools—what helped even a little before?,i'm slipping again,relapse
i'm slipping again,Would you like to create a short safety and support plan for the next few days?,i'm slipping again,relapse
my symptoms returned,"Relapses happen, and they don’t erase progress. What early signs did you notice this time?",my symptoms returned,relapse
my symptoms returned,Let’s review your coping tools—what helped even a little before?,my symptoms returned,relapse
my symptoms returned,Would you like to create a short safety and support plan for the next few days?,my symptoms returned,relapse
i feel like i'm back at square one,"Relapses happen, and they don’t erase progress. What early signs did you notice this time?",i feel like i'm back at square one,relapse
i feel like i'm back at square one,Let’s review your coping tools—what helped even a little before?,i feel like i'm back at square one,relapse
i feel like i'm back at square one,Would you like to create a short safety and support plan for the next few days?,i feel like i'm back at square one,relapse
i'm regressing,"Relapses happen, and they don’t erase progress. What early signs did you notice this time?",i'm regressing,relapse
i'm regressing,Let’s review your coping tools—what helped even a little before?,i'm regressing,relapse
i'm regressing,Would you like to create a short safety and support plan for the next few days?,i'm regressing,relapse
i'm so angry,Anger often points to a boundary or a need. What happened right before the anger rose?,i'm so angry,anger
i'm so angry,"Let’s pause and unclench—jaw, shoulders, hands. What need is going unmet here?",i'm so angry,anger
i'm so angry,Would writing a draft message (that you don’t send) help release some of this?,i'm so angry,anger
i keep snapping at people,Anger often points to a boundary or a need. What happened right before the anger rose?,i keep snapping at people,anger
i keep snapping at people,"Let’s pause and unclench—jaw, shoulders, hands. What need is going unmet here?",i keep snapping at people,anger
i keep snapping at people,Would writing a draft message (that you don’t send) help release some of this?,i keep snapping at people,anger
i feel rage inside me,Anger often points to a boundary or a need. What happened right before the anger rose?,i feel rage inside me,anger
i feel rage inside me,"Let’s pause and unclench—jaw, shoulders, hands. What need is going unmet here?",i feel rage inside me,anger
i feel rage inside me,Would writing a draft message (that you don’t send) help release some of this?,i feel rage inside me,anger
i can't control my temper,Anger often points to a boundary or a need. What happened right before the anger rose?,i can't control my temper,anger
i can't control my temper,"Let’s pause and unclench—jaw, shoulders, hands. What need is going unmet here?",i can't control my temper,anger
i can't control my temper,Would writing a draft message (that you don’t send) help release some of this?,i can't control my temper,anger
everything annoys me,Anger often points to a boundary or a need. What happened right before the anger rose?,everything annoys me,anger
everything annoys me,"Let’s pause and unclench—jaw, shoulders, hands. What need is going unmet here?",everything annoys me,anger
everything annoys me,Would writing a draft message (that you don’t send) help release some of this?,everything annoys me,anger
i feel guilty about everything,Guilt and shame can feel crushing. What value of yours do you think was crossed?,i feel guilty about everything,guilt-shame
i feel guilty about everything,Can we separate 'made a mistake' from 'am a mistake'? What would a kinder voice say?,i feel guilty about everything,guilt-shame
i feel guilty about everything,"If repair is possible, what’s one small step toward it? If not, what’s one step toward acceptance?",i feel guilty about everything,guilt-shame
i'm ashamed of who i am,Guilt and shame can feel crushing. What value of yours do you think was crossed?,i'm ashamed of who i am,guilt-shame
i'm ashamed of who i am,Can we separate 'made a mistake' from 'am a mistake'? What would a kinder voice say?,i'm ashamed of who i am,guilt-shame
i'm ashamed of who i am,"If repair is possible, what’s one small step toward it? If not, what’s one step toward acceptance?",i'm ashamed of who i am,guilt-shame
i can't forgive myself,Guilt and shame can feel crushing. What value of yours do you think was crossed?,i can't forgive myself,guilt-shame
i can't forgive myself,Can we separate 'made a mistake' from 'am a mistake'? What would a kinder voice say?,i can't forgive myself,guilt-shame
i can't forgive myself,"If repair is possible, what’s one small step toward it? If not, what’s one step toward acceptance?",i can't forgive myself,guilt-shame
i regret my choices,Guilt and shame can feel crushing. What value of yours do you think was crossed?,i regret my choices,guilt-shame
i regret my choices,Can we separate 'made a mistake' from 'am a mistake'? What would a kinder voice say?,i regret my choices,guilt-shame
i regret my choices,"If repair is possible, what’s one small step toward it? If not, what’s one step toward acceptance?",i regret my choices,guilt-shame
i'm embarrassed and want to hide,Guilt and shame can feel crushing. What value of yours do you think was crossed?,i'm embarrassed and want to hide,guilt-shame
i'm embarrassed and want to hide,Can we separate 'made a mistake' from 'am a mistake'? What would a kinder voice say?,i'm embarrassed and want to hide,guilt-shame
i'm embarrassed and want to hide,"If repair is possible, what’s one small step toward it? If not, what’s one step toward acceptance?",i'm embarrassed and want to hide,guilt-shame
i don't even know where to start,"Let’s do a brain dump—list it all, then pick just one 'must' for today.",i don't even know where to start,overwhelm
i don't even know where to start,"Try the 3-2-1 method: 3 small tasks, 2 medium, 1 larger—what could go in each?",i don't even know where to start,overwhelm
i don't even know where to start,"What can be postponed, delegated, or dropped entirely?",i don't even know where to start,overwhelm
my brain feels full,"Let’s do a brain dump—list it all, then pick just one 'must' for today.",my brain feels full,overwhelm
my brain feels full,"Try the 3-2-1 method: 3 small tasks, 2 medium, 1 larger—what could go in each?",my brain feels full,overwhelm
my brain feels full,"What can be postponed, delegated, or dropped entirely?",my brain feels full,overwhelm
too many tasks to handle,"Let’s do a brain dump—list it all, then pick just one 'must' for today.",too many tasks to handle,overwhelm
too many tasks to handle,"Try the 3-2-1 method: 3 small tasks, 2 medium, 1 larger—what could go in each?",too many tasks to handle,overwhelm
too many tasks to handle,"What can be postponed, delegated, or dropped entirely?",too many tasks to handle,overwhelm
i'm drowning in responsibilities,"Let’s do a brain dump—list it all, then pick just one 'must' for today.",i'm drowning in responsibilities,overwhelm
i'm drowning in responsibilities,"Try the 3-2-1 method: 3 small tasks, 2 medium, 1 larger—what could go in each?",i'm drowning in responsibilities,overwhelm
i'm drowning in responsibilities,"What can be postponed, delegated, or dropped entirely?",i'm drowning in responsibilities,overwhelm
i can't prioritize anything,"Let’s do a brain dump—list it all, then pick just one 'must' for today.",i can't prioritize anything,overwhelm
i can't prioritize anything,"Try the 3-2-1 method: 3 small tasks, 2 medium, 1 larger—what could go in each?",i can't prioritize anything,overwhelm
